issuer_name,filing_date,filing_year,filing_quarter,filing_month,fund_type,asset_class_group,federal_exemption,state_of_incorporation,total_offering_amount,amount_sold,pct_capital_raised,num_investors,investor_bucket,fund_size_bucket,quality_tier,is_duplicate,is_outlier_offering
MVP LS FUND CDLXXXII LLC,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,591073.01,545801.2,0.9234,19,Mid (11-50),Micro (<$1M),Clean,0,0
PIMCO Absolute Return Strategy 3 Offshore Fund Ltd.,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,1097003960.18,428216770.36,0.3904,5,Small (1-10),Mega (>$1B),Clean,0,0
PIMCO ABSOLUTE RETURN STRATEGY V OFFSHORE FUND LTD,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,10521563.0,9221637.65,0.8765,23,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
AxInfra US LP,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,14450477.11,13239202.5,0.9162,8,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Minerva Aggregator, L.P.",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),E9,231154134.0,116727321.39,0.505,11,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"PHFS IV EM Macro Offshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),E9,23394156.29,8539061.07,0.365,16,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Solar I Core, L.P.",2024-12-04,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),Y7,423085.55,162169.84,0.3833,5,Small (1-10),Micro (<$1M),Clean,0,0
"JLLX Diversified VI, DST",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,89147125.36,42176239.88,0.4731,1,Small (1-10),Mid ($50M-$250M),Minor Issues,1,0
Sage Meadow Holdings LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,96466952.22,22941342.88,0.2378,12,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"Shopoff Buena Park Entitlement Fund, LP",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,2140947.14,1637644.86,0.7649,13,Mid (11-50),Small ($1M-$10M),Minor Issues,1,0
"PIMCO DISTRESSED SENIOR CREDIT OPPORTUNITIES FUND II, L.P.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,6949844.45,6349485.38,0.9136,16,Mid (11-50),Small ($1M-$10M),Clean,0,0
"PG Lending Fund I, LP",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,6192944.07,3739798.52,0.6039,13,Mid (11-50),Small ($1M-$10M),Clean,0,0
"HB V US Co-Invest A, LP",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2487298.77,1314216.08,0.5284,28,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Farmwise Labs, Inc.",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,2557142.88,2336967.65,0.9139,24,Mid (11-50),Small ($1M-$10M),Clean,0,0
"PHFS VI SP, A Segregated Portfolio of PHFS Series SPC",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,23617403.42,12793142.64,0.5417,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
SkuBot LLC,2024-12-04,2024,2024Q4,2024-12,Fund of Funds,Private Equity & VC,506(b),DE,1098176584.38,793199946.71,0.7223,3,Small (1-10),Mega (>$1B),Clean,0,0
"MCI PREFERRED INCOME FUND VI, LLC",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,2113959.25,237131.64,0.1122,15,Mid (11-50),Small ($1M-$10M),Clean,0,0
MZ ASIA FUND LP,2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),E9,780653.3,615339.88,0.7882,14,Mid (11-50),Micro (<$1M),Minor Issues,1,0
PLS INC.,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,3435326.09,742219.24,0.2161,3,Small (1-10),Small ($1M-$10M),Clean,0,0
"PIMCO Discretionary Multi-Asset Portfolio, LP",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,8511078.93,7609376.53,0.8941,26,Mid (11-50),Small ($1M-$10M),Clean,0,0
Blue Owl HomeCourt US Investors LP,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,1872360.5,320511.45,0.1712,8,Small (1-10),Small ($1M-$10M),Clean,0,0
"F24, a series of Rich Aberman Funds, LP",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,3090368.01,1530253.99,0.4952,36,Mid (11-50),Small ($1M-$10M),Clean,0,0
PIMCO Alternative Risk Premia Select Onshore Fund L.P.,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,2308792.53,354606.49,0.1536,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Massar Macro Commodity Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,5919153.92,4012641.34,0.6779,30,Mid (11-50),Small ($1M-$10M),Clean,0,0
"MyVillage, Inc.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,67354574.69,19287203.57,0.2864,1,Small (1-10),Mid ($50M-$250M),Clean,0,0
"PHFS VI TRENDS Managed Futures Offshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,12952197.13,978140.55,0.0755,27,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"Code19 Racing, Inc.",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,335731.72,292862.6,0.8723,10,Small (1-10),Micro (<$1M),Clean,0,0
AHRC NORTH HENRY INVESTMENT LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),GA,20855636.11,6509832.62,0.3121,18,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"BO-1027 Fund II, a series of Hustle Fund Angel Squad Scale II, LP",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,100000.0,39040.96,0.3904,25,Mid (11-50),Micro (<$1M),Clean,0,0
"California Carbon Access Offshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,4282438.9,458494.16,0.1071,40,Mid (11-50),Small ($1M-$10M),Clean,0,0
Macquarie Internet Investments Fund Ill L.P.,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),E9,100000.0,36927.77,0.3693,2,Small (1-10),Micro (<$1M),Clean,0,0
"HighBrook Property Fund V US (Main), LP",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,231501196.26,175564983.16,0.7584,14,Mid (11-50),Mid ($50M-$250M),Clean,0,0
EQT Health Economics 3 Cooperatief U.A.,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),P7,4060723.88,3499795.72,0.8619,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"FOXO TECHNOLOGIES INC.  (FOXO, FOXOW)",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,283181.24,254157.08,0.8975,131,Large (51-200),Micro (<$1M),Minor Issues,1,0
PIMCO Absolute Return Strategy 3 Onshore Fund LLC,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,2027046.37,443893.06,0.219,48,Mid (11-50),Small ($1M-$10M),Clean,0,0
"McKinley Alyeschem Holdings, LLC",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1155372507.55,753002267.45,0.6517,30,Mid (11-50),Mega (>$1B),Clean,0,0
"Caldera & Lab, Inc.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,177693197.77,136931695.27,0.7706,36,Mid (11-50),Mid ($50M-$250M),Minor Issues,1,0
"PIMCO Quantitative Alpha Strategy Offshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),E9,11507038.52,1431602.82,0.1244,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
ORLANDO LAMARCUS SISSON ESTATE,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,04.1,TN,6220070.44,2262271.78,0.3637,4,Small (1-10),Small ($1M-$10M),Clean,0,0
CPC Marvel SPV LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,654208.88,517415.64,0.7909,46,Mid (11-50),Micro (<$1M),Clean,0,0
"Trium Credere Delaware Fund, LP",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,247032.97,38300.4,0.155,22,Mid (11-50),Micro (<$1M),Clean,0,0
Linqto Liquidshares LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),DE,53436575.77,10034825.95,0.1878,1,Small (1-10),Mid ($50M-$250M),Minor Issues,1,0
Delos Fund Ltd,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),D0,61980459.31,24906959.5,0.4019,13,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"StocksPLUS, L.P.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,17337296.6,13330779.0,0.7689,64,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
"PIMCO Volatility Absolute Return Onshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,5279458.32,2967394.65,0.5621,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"Whimbrel Partners, LP",2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),TX,958787.56,236691.22,0.2469,14,Mid (11-50),Micro (<$1M),Clean,0,0
LIS Technologies Inc,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),NV,218195.32,135409.19,0.6206,9,Small (1-10),Micro (<$1M),Clean,0,0
Alcentra Strategic Credit Fund III (EUR) SCSp,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(c),N4,373260.47,156530.31,0.4194,116,Large (51-200),Micro (<$1M),Clean,0,0
"Somatix, Inc.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,4300694.25,1286046.07,0.299,51,Large (51-200),Small ($1M-$10M),Clean,0,0
"Salient MLP Total Return TE Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,12719732.62,3714362.06,0.292,2,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Caldera & Lab, Inc.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,1563499.23,360916.38,0.2308,6,Small (1-10),Small ($1M-$10M),Minor Issues,1,0
PIMCO RAE Global Fund LLC,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,100000.0,63741.77,0.6374,5,Small (1-10),Micro (<$1M),Clean,0,0
Agrify Corp  (AGFY),2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),NV,1921415.51,1319987.23,0.687,6,Small (1-10),Small ($1M-$10M),Clean,0,0
RGP Co-Invest LLC,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,66708567.01,37033152.57,0.5551,67,Large (51-200),Mid ($50M-$250M),Clean,0,0
"Counslr, Inc.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,100000.0,90088.84,0.9009,6,Small (1-10),Micro (<$1M),Minor Issues,1,0
PIMCO COMMODITY ALPHA FUND LLC,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,27862101.73,20955174.28,0.7521,11,Mid (11-50),Lower Mid ($10M-$50M),Minor Issues,1,0
North Haven Expansion Credit III LP,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,45529589.55,19430550.73,0.4268,5,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
PIMCO Multi-Asset Alternative Risk Premia Strategy Offshore Fund L.P.,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,4667492.18,2896245.34,0.6205,6,Small (1-10),Small ($1M-$10M),Clean,0,0
"Saraswati-RA-1028 Fund II, a series of AngelList Funds 2024, LP",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,374891.49,250592.88,0.6684,37,Mid (11-50),Micro (<$1M),Clean,0,0
PIMCO RAE US Fund LLC,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,100000.0,91668.87,0.9167,247,Institutional (201-500),Micro (<$1M),Clean,0,0
"Acadian Non-U.S. Equity Extension Fund, LLC",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,211139.35,89966.6,0.4261,2,Small (1-10),Micro (<$1M),Clean,0,0
Central Ohio Bancorp,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),OH,394184933.39,327192359.4,0.83,20,Mid (11-50),Large ($250M-$1B),Clean,0,0
"SHORE CAPITAL REAL ESTATE PARTNERS FUND II, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,699325.9,282295.59,0.4037,3,Small (1-10),Micro (<$1M),Clean,0,0
Hawk Ridge Partners LP,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,53497577.24,46167560.57,0.863,126,Large (51-200),Mid ($50M-$250M),Clean,0,0
"Motive, Inc.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,2137747.84,1046348.52,0.4895,67,Large (51-200),Small ($1M-$10M),Clean,0,0
"Poor Richard Capital Fund 1, LP",2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,2321768.05,241419.35,0.104,52,Large (51-200),Small ($1M-$10M),Minor Issues,1,0
"VE27 Fund I, a series of Roll Up Vehicles, LP",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,100000.0,50598.97,0.506,19,Mid (11-50),Micro (<$1M),Clean,0,0
"Timberline Fund, LP",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),CO,54505016.21,46600675.48,0.855,1,Small (1-10),Mid ($50M-$250M),Clean,0,0
"MACP FL3 Member, LLC",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,100000.0,78953.82,0.7895,57,Large (51-200),Micro (<$1M),Clean,0,0
CMWA Small Cap Fund LLC,2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),OH,3165347.24,1521652.92,0.4807,670,Mass (500+),Small ($1M-$10M),Clean,0,0
"THOMA BRAVO EXECUTIVE FUND XVI-P, L.P.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,193555.4,89284.87,0.4613,6,Small (1-10),Micro (<$1M),Clean,0,0
"Sideline Group Fund I, L.P.",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,7384150.62,6985208.1,0.946,17,Mid (11-50),Small ($1M-$10M),Clean,0,0
"KE-1101 Fund I, a series of The Fund Series, LP",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,1986032.94,1900660.03,0.957,166,Large (51-200),Small ($1M-$10M),Clean,0,0
SRT IVO FUND LLC,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,11183262.79,2581550.56,0.2308,24,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
KKR Real Estate Stabilized Credit Partners L.P.,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),DE,26952396.47,6126040.01,0.2273,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Pomona Golf 10th Hole LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),NJ,515237.2,290010.2,0.5629,66,Large (51-200),Micro (<$1M),Clean,0,0
Blue Owl HomeCourt Partners LP,2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(c),DE,871834.57,657368.04,0.754,68,Large (51-200),Micro (<$1M),Clean,0,0
"Portolan Co-Investment Fund, LP",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,41829333.77,31104849.2,0.7436,82,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
Demeter Founders Fund LP,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,1912422.52,167682.42,0.0877,90,Large (51-200),Small ($1M-$10M),Minor Issues,1,0
PIMCO Multi-Asset Alternative Risk Premia Strategy Onshore Fund L.P.,2024-12-04,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,118024555.18,109744902.33,0.9298,6,Small (1-10),Mid ($50M-$250M),Clean,0,0
"PIMCO Quantitative Alpha Strategy Onshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,70438661.22,48624811.63,0.6903,64,Large (51-200),Mid ($50M-$250M),Clean,0,0
PIMCO Private Income Fund Offshore Feeder III LP,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,20522360.66,9237682.64,0.4501,10,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"JWCM Republic Alamo Heights, DST",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,20414430.99,5342865.64,0.2617,11,Mid (11-50),Lower Mid ($10M-$50M),Minor Issues,1,0
PIMCO ABSOLUTE RETURN STRATEGY IV FUND LLC,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,563534.08,88968.56,0.1579,206,Institutional (201-500),Micro (<$1M),Clean,0,0
Kingston Corners Debt Fund LP,2024-12-04,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),OH,4088960.3,2520163.6,0.6163,7,Small (1-10),Small ($1M-$10M),Clean,0,0
"Aclaris Therapeutics, Inc.  (ACRS)",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,7035110.13,3742737.03,0.532,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"Kivo, Inc.",2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,106428.36,78556.77,0.7381,1,Small (1-10),Micro (<$1M),Clean,0,0
"PHFS III SP, A Segregated Portfolio of PHFS Series SPC",2024-12-04,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),E9,13285063.71,13148785.49,0.9897,4,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"PHFS V Mortgage RV Offshore Fund, L.P.",2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),E9,876520.34,498368.4,0.5686,1,Small (1-10),Micro (<$1M),Clean,0,0
PIMCO Private Income Fund Onshore Feeder LLC,2024-12-04,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,11706667.33,1574519.87,0.1345,32,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Penso Fund Platform SPC- Segregated Portfolio NCA #10 (2017),2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,3743082.27,2147686.76,0.5738,12,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Wildlife Partners 2024A, LLC",2024-12-04,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(c),DE,3931790.33,2671117.56,0.6794,42,Mid (11-50),Small ($1M-$10M),Clean,0,0
PIMCO Tactical Opportunities Offshore Fund L.P.,2024-12-04,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),E9,77719780.71,53286739.06,0.6856,15,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"KLDiscovery Inc.  (KLDI, KLDIW)",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,7530506.1,2709601.68,0.3598,15,Mid (11-50),Small ($1M-$10M),Clean,0,0
Anyware Robotics Inc.,2024-12-03,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,4499403.4,2941188.86,0.6537,2,Small (1-10),Small ($1M-$10M),Clean,0,0
"OLI3 SPV, a series of Riverside Ventures Self-Advised, LP",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,63886136.0,26628222.64,0.4168,17,Mid (11-50),Mid ($50M-$250M),Clean,0,0
"AQ Sunshine Parent, LLC",2024-12-03,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,132528695.56,6927717.36,0.0523,9,Small (1-10),Mid ($50M-$250M),Clean,0,0
Antares Lending Solutions Holdings LP,2024-12-03,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,32759191.04,28107032.7,0.858,23,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"AI Ventures III, a series of Moringa Ventures, LP",2024-12-03,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,4919805.68,4019680.7,0.817,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"KO-0924 Fund I, a series of Jolt VC, LP",2024-12-03,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,18776237.33,15705405.92,0.8365,19,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
"TELEIOS GLOBAL OPPORTUNITIES, LP",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,363532.82,75779.3,0.2085,25,Mid (11-50),Micro (<$1M),Clean,0,0
"Brown Advisory Investors 2024 - AGF VII, LLLP",2024-12-03,2024,2024Q4,2024-12,Private Debt,Private Debt,506(b),DE,11106440.8,804570.76,0.0724,5,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Colorado Biofactory, Inc.",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,879412881.66,373247212.24,0.4244,51,Large (51-200),Large ($250M-$1B),Clean,0,0
"PA-1107 Fund I, a series of AngelList Quant Fund Direct Investments, LP",2024-12-03,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,2116648.84,2072131.82,0.979,155,Large (51-200),Small ($1M-$10M),Clean,0,0
Salem Storage Turbine Fund LLC,2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),WY,18324669.41,17159786.38,0.9364,6,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
"Embedding VC Fund I, LP",2024-12-03,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,5318821.87,4804075.28,0.9032,3,Small (1-10),Small ($1M-$10M),Clean,0,0
"Geminii, Inc.",2024-12-03,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),DE,63539748.32,18902549.3,0.2975,58,Large (51-200),Mid ($50M-$250M),Clean,0,0
"MPC FED 2024 Energy Fund X, LLC",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,13703984.73,10491138.26,0.7656,11,Mid (11-50),Lower Mid ($10M-$50M),Clean,0,0
Fallback Fund LLC,2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(c),OH,5000000000.0,2313142933.24,0.4626,3,Small (1-10),Mega (>$1B),Minor Issues,0,1
"Golgix, Inc.",2024-12-03,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,174619.92,111616.67,0.6392,3,Small (1-10),Micro (<$1M),Clean,0,0
Morgan Stanley Infrastructure Partners IV Investment Team LEF (Non-US) SCSp,2024-12-03,2024,2024Q4,2024-12,Infrastructure,Real Assets,506(b),N4,2474139.73,1993108.68,0.8056,19,Mid (11-50),Small ($1M-$10M),Clean,0,0
"Ivy Vine // PT SPV, LLC",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,660062.44,341246.09,0.517,45,Mid (11-50),Micro (<$1M),Clean,0,0
Florida Ave Holdings LLC,2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),SC,27657081.67,21494239.53,0.7772,126,Large (51-200),Lower Mid ($10M-$50M),Clean,0,0
GS Day Zero Diagnostics LLC,2024-12-03,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),DE,3124355.03,813023.99,0.2602,11,Mid (11-50),Small ($1M-$10M),Clean,0,0
"BioRock Ventures Fund II, LP",2024-12-03,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,23145712.93,22073132.68,0.9537,7,Small (1-10),Lower Mid ($10M-$50M),Clean,0,0
Linqto Liquidshares LLC,2024-12-03,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(c),DE,1960836.88,357455.82,0.1823,27,Mid (11-50),Small ($1M-$10M),Minor Issues,1,0
Driven Telematics SAFE Oct 2024 a Series of CGF2021 LLC,2024-12-03,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,5093418.7,275086.0,0.054,116,Large (51-200),Small ($1M-$10M),Clean,0,0
"MPC FED 2024 Energy Fund IX, LLC",2024-12-03,2024,2024Q4,2024-12,Real Estate Fund,Real Assets,506(b),DE,86925523.72,84221169.0,0.9689,4,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Clear Choice ER, LLC",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),TX,59766770.84,34904063.46,0.584,5,Small (1-10),Mid ($50M-$250M),Clean,0,0
"Equitybee 22-53277, a Series of Equitybee cFund Master LLC",2024-12-03,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(c),DE,3219303.77,181485.96,0.0564,99,Large (51-200),Small ($1M-$10M),Clean,0,0
Greystar Equity Partners Asia Pacific Fund I AIV Trust,2024-12-03,2024,2024Q4,2024-12,Hedge Fund,Hedge Funds,506(b),U0,1993562.1,974673.69,0.4889,4,Small (1-10),Small ($1M-$10M),Clean,0,0
"Franklin Park Co-Investment Fund VI, L.P.",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,156288488.95,14982381.38,0.0959,136,Large (51-200),Mid ($50M-$250M),Clean,0,0
2150 Urban Tech Sustainability Fund II SCSp,2024-12-03,2024,2024Q4,2024-12,Private Equity,Private Equity & VC,506(b),N4,6728950.6,6482520.93,0.9634,2,Small (1-10),Small ($1M-$10M),Clean,0,0
"GRO1 SPV, a series of Riverside Ventures Self-Advised, LP",2024-12-03,2024,2024Q4,2024-12,Venture Capital,Private Equity & VC,506(b),DE,177985366.89,43093510.67,0.2421,80,Large (51-200),Mid ($50M-$250M),Clean,0,0
